HHID,HHID_old,resp_iid,spouse_iid,muslim,age_2018,sex,New_edu,wealth_total,CropFailRecent,RiverErodeRecent,KinDispRecent,BusLossRecent,NeighDispRecent,UnemployRecent,NatDisRecent,SmDebtRecent,LgDebtRecent,SickSelfRecent,SickFamRecent,netsize,mutual,mutual_prop,long,long_prop,local,local_prop,support_in,support_in_prop,support_out,support_out_prop,
HH155,HHQ155,IND1223,#N/A,1,64,0,0,75295,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,4,0.666666667,1,0.166666667,0,0,
HH156,HHQ156,IND1229,HUS203,1,37,0,4,424775,0,0,0,0,0,0,0,0,1,1,0,10,5,0.5,0,0,8,0.8,7,0.7,5,0.5,
HH157,HHQ157,IND1235,#N/A,1,36,0,10,430300,0,0,0,0,0,0,0,0,1,0,0,9,3,0.333333333,1,0.111111111,6,0.666666667,4,0.444444444,3,0.333333333,
HH158,HHQ158,IND1241,#N/A,1,34,0,8,201950,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,9,0.529411765,4,0.235294118,4,0.235294118,
HH159,HHQ159,IND1254,#N/A,1,54,0,0,175325,1,0,0,0,0,1,0,0,0,1,1,13,0,0,0,0,11,0.846153846,7,0.538461538,0,0,
HH160,HHQ160,IND1256,#N/A,1,68,0,0,96600,0,0,0,1,0,0,0,0,0,1,1,8,2,0.25,0,0,4,0.5,4,0.5,3,0.375,
HH161,HHQ161,IND1274,#N/A,1,68,0,8,735775,0,0,0,0,0,0,0,0,0,0,0,11,1,0.090909091,2,0.181818182,8,0.727272727,2,0.181818182,2,0.181818182,
HH162,HHQ162,IND1285,HUS242,1,50,0,4,204700,1,1,1,0,1,1,0,1,1,1,0,7,1,0.142857143,2,0.285714286,5,0.714285714,5,0.714285714,2,0.285714286,
HH163,HHQ163,IND1296,#N/A,1,67,0,0,83032,0,0,0,0,1,0,0,0,1,1,1,11,5,0.454545455,1,0.090909091,5,0.454545455,8,0.727272727,5,0.454545455,
HH164,HHQ164,IND1297,HUS420,1,29,0,12,409485,0,0,0,1,0,0,1,1,1,0,0,8,4,0.5,0,0,6,0.75,5,0.625,5,0.625,
HH165,HHQ165,IND1308,#N/A,1,32,0,12,233250,0,0,0,0,0,0,0,0,0,0,0,10,1,0.1,1,0.1,4,0.4,4,0.4,2,0.2,
HH166,HHQ166,IND1315,HUS261,1,60,0,4,179220,0,0,0,0,0,1,0,0,0,1,0,15,6,0.4,5,0.333333333,3,0.2,10,0.666666667,6,0.4,
HH167,HHQ167,IND1317,HUS054,1,31,0,8,121155,0,0,1,0,0,1,0,0,1,0,0,9,2,0.222222222,0,0,7,0.777777778,3,0.333333333,2,0.222222222,
HH168,HHQ168,IND1323,#N/A,1,57,0,0,160337,0,0,0,1,1,0,0,1,1,1,1,11,2,0.181818182,2,0.181818182,6,0.545454545,3,0.272727273,3,0.272727273,
HH169,HHQ169,IND1326,HUS008,0,44,0,8,122462,0,0,0,0,0,0,0,1,1,1,0,24,4,0.166666667,0,0,15,0.625,7,0.291666667,10,0.416666667,
HH170,HHQ170,IND1336,HUS325,1,35,0,12,344775,0,0,0,0,1,0,0,1,1,0,0,14,8,0.571428571,3,0.214285714,7,0.5,9,0.642857143,8,0.571428571,
HH171,HHQ171,IND1343,HUS064,1,61,0,0,80950,0,0,0,0,0,0,0,1,0,1,1,15,0,0,4,0.266666667,7,0.466666667,1,0.066666667,1,0.066666667,
HH172,HHQ172,IND1348,#N/A,0,44,0,0,181380,1,0,0,1,0,1,0,0,1,1,1,12,4,0.333333333,1,0.083333333,9,0.75,9,0.75,5,0.416666667,
HH173,HHQ173,IND1353,#N/A,1,46,0,5,402850,0,0,0,0,0,0,0,0,0,0,0,8,3,0.375,1,0.125,4,0.5,6,0.75,3,0.375,
HH174,HHQ174,IND1356,#N/A,1,61,0,0,165195,1,0,0,0,0,0,0,0,0,0,1,5,3,0.6,0,0,3,0.6,3,0.6,3,0.6,
HH175,HHQ175,IND1369,#N/A,1,34,0,9,229175,0,0,0,0,0,0,0,0,0,1,0,7,2,0.285714286,0,0,6,0.857142857,3,0.428571429,4,0.571428571,
HH176,HHQ176,IND1375,HUS378,1,49,0,0,149735,0,0,0,0,0,0,0,1,1,1,0,11,2,0.181818182,0,0,8,0.727272727,7,0.636363636,3,0.272727273,
HH177,HHQ177,IND1384,HUS455,1,66,0,0,59045,0,0,0,0,1,1,0,0,0,1,0,3,1,0.333333333,0,0,3,1,1,0.333333333,3,1,
HH178,HHQ178,IND1390,HUS119,1,58,0,0,84280,1,0,0,0,0,0,0,1,0,1,0,9,4,0.444444444,1,0.111111111,6,0.666666667,6,0.666666667,5,0.555555556,
HH179,HHQ179,IND1395,HUS058,1,48,0,8,299400,1,0,0,0,0,0,0,1,0,0,1,9,1,0.111111111,0,0,4,0.444444444,2,0.222222222,1,0.111111111,
HH180,HHQ180,IND1402,HUS405,1,39,0,6,251735,0,0,0,0,1,0,0,0,1,1,1,10,1,0.1,0,0,7,0.7,7,0.7,2,0.2,
HH181,HHQ181,IND1405,#N/A,1,30,0,9,141800,0,0,0,0,0,0,0,0,1,1,1,9,3,0.333333333,0,0,5,0.555555556,5,0.555555556,3,0.333333333,
HH182,HHQ182,IND1411,#N/A,1,45,0,5,69955,1,0,0,0,0,0,0,0,1,1,1,11,4,0.363636364,1,0.090909091,7,0.636363636,6,0.545454545,5,0.454545455,
HH183,HHQ183,IND1414,HUS079,1,55,0,0,204465,1,0,1,0,1,1,0,0,1,1,1,9,1,0.111111111,2,0.222222222,6,0.666666667,6,0.666666667,2,0.222222222,
HH184,HHQ184,IND1426,HUS454,1,52,0,5,122875,0,0,1,1,0,1,0,0,1,1,1,6,1,0.166666667,0,0,4,0.666666667,3,0.5,2,0.333333333,
HH185,HHQ185,IND1439,#N/A,0,73,0,0,108850,0,0,0,0,1,0,0,0,0,0,0,7,3,0.428571429,2,0.285714286,4,0.571428571,4,0.571428571,3,0.428571429,
HH186,HHQ186,IND1444,#N/A,0,70,0,0,125645,0,0,0,0,0,1,0,0,1,0,1,5,2,0.4,0,0,3,0.6,3,0.6,2,0.4,
HH187,HHQ187,IND1456,#N/A,1,64,0,0,97695,0,0,0,0,0,0,0,0,0,1,0,4,1,0.25,0,0,3,0.75,1,0.25,1,0.25,
HH188,HHQ188,IND1462,HUS318,1,65,0,0,396650,0,0,0,0,0,0,0,1,1,1,1,9,5,0.555555556,0,0,8,0.888888889,6,0.666666667,6,0.666666667,
HH189,HHQ189,IND1479,HUS284,1,35,0,9,189255,1,0,1,0,1,0,0,0,0,0,1,15,2,0.133333333,0,0,12,0.8,6,0.4,5,0.333333333,
HH190,HHQ190,IND1482,#N/A,1,38,0,7,249245,0,0,0,0,0,0,0,0,0,1,0,7,3,0.428571429,1,0.142857143,4,0.571428571,3,0.428571429,4,0.571428571,
HH191,HHQ191,IND1486,#N/A,1,62,0,0,193075,0,0,0,0,1,0,0,1,0,1,1,7,4,0.571428571,0,0,7,1,5,0.714285714,4,0.571428571,
HH192,HHQ192,IND1494,HUS204,0,36,0,5,127425,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0.25,3,0.75,1,0.25,1,0.25,
HH193,HHQ193,IND1498,#N/A,1,43,0,8,192525,0,0,1,0,1,1,0,1,1,0,0,14,6,0.428571429,5,0.357142857,9,0.642857143,10,0.714285714,7,0.5,
HH194,HHQ194,IND1504,HUS063,1,38,0,8,77125,1,0,0,1,1,1,0,0,1,1,0,9,3,0.333333333,0,0,6,0.666666667,6,0.666666667,3,0.333333333,
HH195,HHQ195,IND1506,HUS136,1,43,0,0,121595,0,0,0,0,0,1,0,0,1,0,0,6,1,0.166666667,0,0,5,0.833333333,4,0.666666667,2,0.333333333,
HH196,HHQ196,IND1517,HUS259,1,68,0,0,416025,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,4,0.444444444,1,0.111111111,0,0,
HH197,HHQ197,IND1528,HUS339,0,29,0,5,157525,0,0,0,0,0,0,0,0,1,0,1,12,2,0.166666667,0,0,10,0.833333333,3,0.25,5,0.416666667,
HH198,HHQ198,IND1534,#N/A,1,62,0,0,99795,0,0,0,0,0,1,0,0,0,1,1,5,1,0.2,1,0.2,1,0.2,2,0.4,1,0.2,
HH199,HHQ199,IND1542,HUS100,1,65,0,0,336725,0,1,0,1,0,1,0,1,1,1,0,7,5,0.714285714,0,0,6,0.857142857,5,0.714285714,6,0.857142857,
HH200,HHQ200,IND1556,HUS007,1,55,0,8,445370,1,0,0,0,0,0,0,0,1,1,0,10,2,0.2,0,0,8,0.8,4,0.4,5,0.5,
HH201,HHQ201,IND1571,#N/A,1,54,0,0,286835,1,0,0,0,0,0,0,0,0,0,1,12,2,0.166666667,0,0,8,0.666666667,4,0.333333333,2,0.166666667,
HH202,HHQ202,IND1577,HUS066,1,53,0,0,232325,0,0,0,0,0,0,0,0,1,0,1,8,0,0,2,0.25,3,0.375,0,0,3,0.375,
HH203,HHQ203,IND1586,#N/A,1,58,0,7,145100,0,0,1,0,1,1,0,0,1,1,1,9,2,0.222222222,0,0,7,0.777777778,4,0.444444444,2,0.222222222,
HH204,HHQ204,IND1600,#N/A,0,64,0,0,379220,0,0,0,0,0,0,0,0,0,0,0,11,3,0.272727273,0,0,8,0.727272727,6,0.545454545,4,0.363636364,
HH205,HHQ205,IND1611,HUS474,1,41,0,0,188400,0,0,0,0,1,0,0,0,1,0,0,6,1,0.166666667,1,0.166666667,4,0.666666667,4,0.666666667,1,0.166666667,
HH206,HHQ206,IND1614,#N/A,1,30,0,8,176845,0,0,0,0,0,1,0,0,1,0,1,8,2,0.25,3,0.375,4,0.5,3,0.375,2,0.25,
HH207,HHQ207,IND1618,#N/A,1,31,0,8,196875,0,0,1,0,1,1,0,0,1,0,1,7,3,0.428571429,1,0.142857143,4,0.571428571,4,0.571428571,3,0.428571429,
HH208,HHQ208,IND1624,HUS301,1,47,0,7,343400,0,0,0,0,0,0,0,1,0,1,1,14,3,0.214285714,2,0.142857143,8,0.571428571,7,0.5,4,0.285714286,
HH209,HHQ209,IND1638,HUS157,1,59,0,0,207950,1,0,0,0,1,0,0,0,1,1,1,9,4,0.444444444,1,0.111111111,6,0.666666667,6,0.666666667,4,0.444444444,
HH210,HHQ210,IND1645,HUS353,1,35,0,12,232350,0,0,0,1,1,0,0,1,1,1,1,12,5,0.416666667,1,0.083333333,7,0.583333333,7,0.583333333,5,0.416666667,
HH211,HHQ211,IND1656,#N/A,1,59,0,0,53095,0,0,0,1,0,0,0,1,0,1,0,4,0,0,0,0,3,0.75,3,0.75,0,0,
HH212,HHQ212,IND1662,#N/A,1,49,0,5,185795,0,0,0,0,0,0,0,1,0,1,1,15,2,0.133333333,1,0.066666667,10,0.666666667,6,0.4,5,0.333333333,
HH213,HHQ213,IND1668,HUS372,1,68,0,2,194225,0,0,0,0,0,1,0,1,1,0,1,6,1,0.166666667,2,0.333333333,4,0.666666667,1,0.166666667,1,0.166666667,
HH214,HHQ214,IND1674,HUS217,0,57,0,0,597125,0,0,0,1,1,1,0,1,0,0,1,7,2,0.285714286,1,0.142857143,4,0.571428571,2,0.285714286,3,0.428571429,
HH215,HHQ215,IND1684,HUS038,1,44,0,10,411225,1,0,0,0,0,0,0,0,1,1,1,13,4,0.307692308,3,0.230769231,9,0.692307692,8,0.615384615,7,0.538461538,
HH216,HHQ216,IND1686,HUS345,0,41,0,14,292600,0,0,0,0,0,0,0,0,0,0,1,7,1,0.142857143,3,0.428571429,4,0.571428571,2,0.285714286,2,0.285714286,
HH217,HHQ217,IND1690,HUS456,1,58,0,5,214225,1,0,0,0,0,1,0,0,0,1,1,8,4,0.5,1,0.125,5,0.625,4,0.5,4,0.5,
HH218,HHQ218,IND1695,#N/A,1,33,0,9,427350,0,0,0,0,0,0,0,0,0,1,1,9,1,0.111111111,0,0,6,0.666666667,3,0.333333333,2,0.222222222,
HH219,HHQ219,IND1700,HUS304,1,28,0,5,90230,0,0,0,0,1,0,0,0,1,1,1,12,3,0.25,0,0,8,0.666666667,5,0.416666667,6,0.5,
HH220,HHQ220,IND1705,HUS258,1,36,0,7,86450,1,0,0,0,0,0,0,1,1,1,0,8,3,0.375,0,0,8,1,3,0.375,3,0.375,
HH221,HHQ221,IND1708,#N/A,1,39,0,7,487550,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,6,0.857142857,3,0.428571429,2,0.285714286,
HH222,HHQ222,IND1715,#N/A,1,32,0,5,243520,0,0,0,0,0,0,0,0,1,1,1,16,10,0.625,2,0.125,12,0.75,11,0.6875,10,0.625,
HH223,HHQ223,IND1725,HUS265,1,56,0,5,369380,0,0,0,0,0,0,0,0,1,1,1,11,5,0.454545455,2,0.181818182,7,0.636363636,8,0.727272727,5,0.454545455,
HH224,HHQ224,IND1727,HUS367,1,50,0,14,295250,1,0,0,0,0,0,0,0,0,0,0,9,2,0.222222222,3,0.333333333,3,0.333333333,2,0.222222222,6,0.666666667,
HH225,HHQ225,IND1732,HUS406,1,45,0,3,209700,1,0,0,0,0,0,0,0,1,1,0,9,4,0.444444444,3,0.333333333,5,0.555555556,4,0.444444444,4,0.444444444,
HH226,HHQ226,IND1741,#N/A,0,58,0,5,182385,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0.444444444,5,0.555555556,3,0.333333333,2,0.222222222,
HH227,HHQ227,IND1748,#N/A,1,60,0,0,287075,0,0,0,0,0,0,0,0,0,0,0,7,4,0.571428571,1,0.142857143,5,0.714285714,4,0.571428571,4,0.571428571,
HH228,HHQ228,IND1752,#N/A,1,70,0,5,331520,0,0,0,0,0,0,0,0,0,1,0,6,1,0.166666667,2,0.333333333,3,0.5,2,0.333333333,1,0.166666667,
HH229,HHQ229,IND1764,#N/A,1,56,0,5,414225,0,0,0,0,0,0,0,0,0,1,0,16,6,0.375,3,0.1875,7,0.4375,8,0.5,8,0.5,
HH230,HHQ230,IND1773,HUS293,1,48,0,5,345270,1,0,0,0,0,1,0,0,0,0,0,13,2,0.153846154,0,0,9,0.692307692,6,0.461538462,4,0.307692308,
HH231,HHQ231,IND1776,HUS010,0,30,0,7,274975,0,0,0,1,1,0,0,0,1,0,1,8,2,0.25,1,0.125,6,0.75,4,0.5,3,0.375,
HH232,HHQ232,IND1781,#N/A,1,36,0,9,216250,0,0,0,0,0,1,0,1,1,1,1,14,4,0.285714286,2,0.142857143,6,0.428571429,8,0.571428571,4,0.285714286,
HH233,HHQ233,IND1785,#N/A,1,67,0,0,152255,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,5,0.833333333,2,0.333333333,1,0.166666667,
HH234,HHQ234,IND1795,#N/A,1,43,0,0,157960,0,0,0,0,0,0,0,0,0,0,0,7,2,0.285714286,0,0,5,0.714285714,3,0.428571429,2,0.285714286,
HH235,HHQ235,IND1797,HUS280,1,36,0,6,89445,0,0,0,1,1,1,0,0,0,0,0,5,2,0.4,0,0,5,1,2,0.4,2,0.4,
HH236,HHQ236,IND1801,#N/A,1,52,0,5,309225,1,0,0,0,1,0,0,1,1,0,0,12,3,0.25,0,0,7,0.583333333,4,0.333333333,3,0.25,
HH237,HHQ237,IND1814,HUS476,1,62,0,0,353050,0,0,0,1,0,0,0,1,1,1,0,10,3,0.3,2,0.2,7,0.7,3,0.3,4,0.4,
HH238,HHQ238,IND1822,HUS421,1,56,0,5,350820,1,0,0,1,0,1,0,0,1,1,1,14,3,0.214285714,1,0.071428571,9,0.642857143,7,0.5,6,0.428571429,
HH239,HHQ239,IND1827,HUS309,1,32,0,2,102155,0,0,0,0,0,0,0,1,1,0,0,6,3,0.5,1,0.166666667,3,0.5,5,0.833333333,3,0.5,
HH240,HHQ240,IND1832,HUS198,1,47,0,4,213950,1,0,0,0,0,1,0,0,1,1,1,15,3,0.2,1,0.066666667,12,0.8,7,0.466666667,6,0.4,
HH241,HHQ241,IND1841,#N/A,1,73,0,0,256450,0,0,0,1,0,0,0,0,0,1,0,9,2,0.222222222,0,0,8,0.888888889,2,0.222222222,2,0.222222222,
HH242,HHQ242,IND1852,HUS027,1,53,0,5,353525,1,0,0,0,0,1,0,1,1,1,0,10,1,0.1,0,0,7,0.7,5,0.5,2,0.2,
HH243,HHQ243,IND1859,HUS074,1,36,0,10,117050,0,0,0,1,0,0,0,0,1,1,1,8,3,0.375,2,0.25,6,0.75,4,0.5,3,0.375,
HH244,HHQ244,IND1864,HUS496,1,39,0,5,115345,0,0,0,0,1,1,0,1,1,1,0,6,0,0,0,0,4,0.666666667,4,0.666666667,1,0.166666667,
HH245,HHQ245,IND1871,HUS175,1,29,0,8,229875,0,0,0,0,0,0,0,0,1,0,1,11,4,0.363636364,2,0.181818182,8,0.727272727,6,0.545454545,8,0.727272727,
HH246,HHQ246,IND1877,HUS373,1,32,0,5,58555,0,0,0,0,0,0,0,1,1,1,0,7,3,0.428571429,0,0,6,0.857142857,4,0.571428571,3,0.428571429,
HH247,HHQ247,IND1883,#N/A,0,42,0,0,121050,0,0,0,0,0,0,1,0,1,0,1,11,2,0.181818182,1,0.090909091,9,0.818181818,6,0.545454545,3,0.272727273,
HH248,HHQ248,IND1887,HUS196,1,67,0,,580975,1,0,0,0,0,0,0,0,0,1,1,12,1,0.083333333,0,0,8,0.666666667,4,0.333333333,1,0.083333333,
HH249,HHQ249,IND1902,#N/A,1,68,0,1,135385,0,0,0,0,0,0,0,1,1,0,1,10,3,0.3,1,0.1,5,0.5,6,0.6,3,0.3,
HH250,HHQ250,IND1906,HUS147,1,40,0,5,230675,0,0,0,0,0,0,0,0,1,1,1,14,4,0.285714286,1,0.071428571,10,0.714285714,6,0.428571429,5,0.357142857,
HH251,HHQ251,IND1911,HUS314,1,53,0,0,407780,0,0,1,0,1,1,0,1,1,1,1,10,4,0.4,1,0.1,8,0.8,6,0.6,6,0.6,
HH252,HHQ252,IND1924,HUS086,1,39,0,5,105325,1,0,0,0,0,0,0,1,1,0,1,16,1,0.0625,3,0.1875,11,0.6875,8,0.5,5,0.3125,
HH253,HHQ253,IND1926,#N/A,1,49,0,0,265550,0,0,0,0,0,0,0,0,0,0,0,10,1,0.1,2,0.2,6,0.6,4,0.4,3,0.3,
HH254,HHQ254,IND1933,HUS088,1,60,0,1,174445,1,0,0,0,1,1,0,0,1,1,1,13,3,0.230769231,0,0,8,0.615384615,4,0.307692308,3,0.230769231,
HH255,HHQ255,IND1944,#N/A,1,44,0,5,306525,0,0,0,0,0,0,0,0,1,1,1,16,8,0.5,1,0.0625,7,0.4375,9,0.5625,8,0.5,
HH256,HHQ256,IND1950,HUS095,1,60,0,5,224895,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0.625,3,0.375,0,0,
HH257,HHQ257,IND1956,HUS498,1,43,0,6,159895,1,0,0,0,0,0,0,1,0,1,0,11,7,0.636363636,0,0,10,0.909090909,7,0.636363636,7,0.636363636,
HH258,HHQ258,IND1961,HUS252,1,39,0,4,250275,1,0,0,1,1,0,0,1,1,1,1,10,5,0.5,0,0,6,0.6,6,0.6,5,0.5,
HH259,HHQ259,IND1965,HUS002,1,46,0,14,353320,0,0,0,0,0,0,0,0,1,0,1,10,1,0.1,0,0,6,0.6,5,0.5,4,0.4,
HH260,HHQ260,IND1975,HUS461,1,32,0,5,83230,1,0,0,0,1,0,0,0,0,0,1,6,1,0.166666667,0,0,6,1,4,0.666666667,1,0.166666667,
HH261,HHQ261,IND1981,#N/A,1,52,0,0,158070,0,0,0,0,1,0,0,0,0,0,0,5,2,0.4,0,0,4,0.8,2,0.4,2,0.4,
HH262,HHQ262,IND1983,HUS028,1,31,0,8,209250,0,0,1,0,0,0,0,0,1,0,1,9,1,0.111111111,0,0,4,0.444444444,4,0.444444444,1,0.111111111,
HH263,HHQ263,IND1992,#N/A,1,58,0,0,102805,1,0,0,0,0,0,0,1,1,0,1,8,3,0.375,1,0.125,7,0.875,4,0.5,3,0.375,
HH264,HHQ264,IND1996,HUS137,1,55,0,5,212065,0,0,0,0,1,1,0,0,0,1,0,7,3,0.428571429,1,0.142857143,5,0.714285714,3,0.428571429,3,0.428571429,
HH265,HHQ265,IND2007,#N/A,1,53,0,3,163200,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,7,0.636363636,2,0.181818182,1,0.090909091,
HH266,HHQ266,IND2024,#N/A,1,61,0,0,80270,1,0,1,0,0,0,0,0,1,1,1,11,4,0.363636364,1,0.090909091,7,0.636363636,5,0.454545455,4,0.363636364,
HH267,HHQ267,IND2029,#N/A,1,54,0,0,325610,0,0,0,0,0,1,0,0,0,0,1,9,4,0.444444444,0,0,7,0.777777778,4,0.444444444,5,0.555555556,
HH268,HHQ268,IND2035,HUS109,1,48,0,3,203195,1,0,0,0,1,0,0,0,1,0,0,12,1,0.083333333,0,0,8,0.666666667,5,0.416666667,1,0.083333333,
HH269,HHQ269,IND2041,HUS397,1,39,0,12,733350,1,0,0,0,0,0,0,0,0,1,0,10,2,0.2,2,0.2,4,0.4,3,0.3,7,0.7,
HH270,HHQ270,IND2044,#N/A,1,47,0,5,180650,1,0,0,1,0,1,0,1,1,0,0,13,1,0.076923077,0,0,6,0.461538462,4,0.307692308,1,0.076923077,
HH271,HHQ271,IND2052,HUS285,1,42,0,2,81395,0,0,0,0,0,1,0,0,0,0,1,13,2,0.153846154,0,0,8,0.615384615,9,0.692307692,4,0.307692308,
HH272,HHQ272,IND2055,HUS361,1,45,0,6,108050,0,0,0,0,0,0,0,0,1,1,1,10,2,0.2,1,0.1,7,0.7,4,0.4,2,0.2,
HH273,HHQ273,IND2061,HUS101,1,48,0,6,59420,0,0,1,0,1,0,0,0,1,0,1,10,1,0.1,1,0.1,7,0.7,3,0.3,5,0.5,
HH274,HHQ274,IND2063,#N/A,1,56,0,9,163120,0,0,0,0,0,0,0,0,1,1,1,10,3,0.3,1,0.1,5,0.5,4,0.4,3,0.3,
HH275,HHQ275,IND2072,HUS292,1,41,0,15,283075,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,4,0.571428571,0,0,1,0.142857143,
HH276,HHQ276,IND2077,HUS338,1,41,0,8,103750,1,0,0,0,0,0,0,0,0,1,0,9,2,0.222222222,2,0.222222222,5,0.555555556,6,0.666666667,3,0.333333333,
HH277,HHQ277,IND2080,#N/A,0,42,0,8,227350,0,0,0,1,1,1,0,0,1,0,1,9,1,0.111111111,0,0,5,0.555555556,4,0.444444444,1,0.111111111,
HH278,HHQ278,IND2088,HUS068,1,49,0,9,359625,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0.142857143,4,0.571428571,2,0.285714286,0,0,
HH279,HHQ279,IND2101,#N/A,1,69,0,0,161575,0,0,1,0,1,0,0,0,0,0,0,6,0,0,1,0.166666667,4,0.666666667,1,0.166666667,2,0.333333333,
HH280,HHQ280,IND2117,#N/A,1,39,0,6,270425,0,0,1,0,1,0,0,1,1,0,1,8,2,0.25,1,0.125,6,0.75,3,0.375,5,0.625,
HH281,HHQ281,IND2121,HUS392,1,37,0,0,194375,0,0,0,0,0,0,0,0,0,0,1,15,0,0,1,0.066666667,10,0.666666667,5,0.333333333,5,0.333333333,
HH282,HHQ282,IND2127,#N/A,1,37,0,5,52380,0,0,0,0,0,0,0,1,0,1,0,14,2,0.142857143,0,0,8,0.571428571,6,0.428571429,3,0.214285714,
HH283,HHQ283,IND2130,HUS445,1,48,0,14,322575,0,0,0,0,0,0,0,1,1,1,0,9,2,0.222222222,0,0,6,0.666666667,3,0.333333333,2,0.222222222,
HH284,HHQ284,IND2138,#N/A,1,68,0,12,476250,0,0,0,0,0,0,0,0,0,0,0,9,1,0.111111111,0,0,7,0.777777778,3,0.333333333,2,0.222222222,
HH285,HHQ285,IND2142,#N/A,1,38,0,3,78900,0,0,0,1,0,0,0,0,1,0,1,6,1,0.166666667,1,0.166666667,4,0.666666667,4,0.666666667,1,0.166666667,
HH286,HHQ286,IND2149,#N/A,1,47,0,0,51050,0,0,0,0,0,0,0,0,0,0,1,7,1,0.142857143,1,0.142857143,4,0.571428571,5,0.714285714,1,0.142857143,
HH287,HHQ287,IND2156,#N/A,1,31,0,16,499205,0,0,0,0,0,0,1,0,0,0,0,15,1,0.066666667,3,0.2,9,0.6,6,0.4,3,0.2,
HH288,HHQ288,IND2166,#N/A,1,59,0,0,229485,1,0,0,0,0,1,0,0,0,1,1,5,1,0.2,0,0,2,0.4,3,0.6,1,0.2,
HH289,HHQ289,IND2178,HUS466,1,59,0,5,272825,1,0,0,0,0,0,0,0,0,0,0,16,4,0.25,0,0,10,0.625,5,0.3125,6,0.375,
HH290,HHQ290,IND2180,HUS407,1,32,0,7,161660,0,0,1,0,1,0,0,0,1,0,1,6,1,0.166666667,0,0,4,0.666666667,5,0.833333333,2,0.333333333,
HH291,HHQ291,IND2188,HUS129,1,43,0,6,235230,0,0,0,0,0,1,0,0,1,0,1,13,6,0.461538462,1,0.076923077,8,0.615384615,9,0.692307692,6,0.461538462,
HH292,HHQ292,IND2191,#N/A,1,59,0,0,41930,0,0,0,0,1,0,0,0,0,0,0,5,1,0.2,1,0.2,3,0.6,1,0.2,2,0.4,
HH293,HHQ293,IND2197,HUS429,1,59,0,0,201250,0,0,0,1,0,0,0,0,0,1,0,10,2,0.2,1,0.1,6,0.6,6,0.6,2,0.2,
HH294,HHQ294,IND2206,#N/A,1,71,0,0,356200,0,0,0,0,0,0,0,0,0,1,0,5,1,0.2,0,0,4,0.8,1,0.2,1,0.2,
HH295,HHQ295,IND2213,HUS327,1,63,0,5,99850,0,0,0,0,0,1,0,0,1,1,1,12,5,0.416666667,1,0.083333333,6,0.5,7,0.583333333,5,0.416666667,
HH296,HHQ296,IND2223,#N/A,0,31,0,4,45070,0,0,0,0,0,0,0,1,1,1,0,11,4,0.363636364,0,0,9,0.818181818,6,0.545454545,5,0.454545455,
HH297,HHQ297,IND2230,#N/A,1,73,0,0,463625,0,0,0,1,0,0,0,0,0,1,0,9,4,0.444444444,1,0.111111111,4,0.444444444,6,0.666666667,4,0.444444444,
HH298,HHQ298,IND2244,HUS482,0,65,0,0,29240,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0.666666667,1,0.333333333,0,0,
HH299,HHQ299,IND2247,HUS062,0,42,0,5,184170,1,0,0,0,0,0,0,1,1,0,1,6,0,0,0,0,3,0.5,1,0.166666667,1,0.166666667,
HH300,HHQ300,IND2249,HUS020,1,50,0,0,158300,1,0,0,0,0,0,0,1,0,0,1,12,2,0.166666667,0,0,9,0.75,5,0.416666667,2,0.166666667,
HH301,HHQ301,IND2261,HUS195,1,58,0,0,104025,0,0,0,0,0,0,0,0,0,1,1,8,1,0.125,0,0,6,0.75,2,0.25,1,0.125,
HH302,HHQ302,IND2268,#N/A,1,44,0,5,454100,0,0,0,0,0,0,1,0,0,1,0,16,3,0.1875,3,0.1875,9,0.5625,11,0.6875,3,0.1875,
HH303,HHQ303,IND2275,HUS016,1,42,0,6,591340,0,0,1,1,0,1,0,0,0,1,1,9,4,0.444444444,1,0.111111111,6,0.666666667,4,0.444444444,4,0.444444444,
HH304,HHQ304,IND2280,#N/A,1,35,0,9,216900,0,0,0,0,1,0,0,1,0,1,0,8,2,0.25,1,0.125,6,0.75,4,0.5,4,0.5,
HH305,HHQ305,IND2285,#N/A,1,36,0,2,179205,1,0,0,0,0,0,1,1,1,1,1,9,2,0.222222222,0,0,8,0.888888889,3,0.333333333,5,0.555555556,
HH306,HHQ306,IND2292,HUS212,0,34,0,2,127430,1,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,9,0.75,5,0.416666667,0,0,
HH307,HHQ307,IND2299,HUS268,1,50,0,8,108895,0,0,0,0,0,0,0,0,0,0,1,10,2,0.2,0,0,7,0.7,5,0.5,3,0.3,
