HHID,HHID_old,resp_iid,spouse_iid,muslim,age_2018,sex,New_edu,wealth_total,CropFailRecent,RiverErodeRecent,KinDispRecent,BusLossRecent,NeighDispRecent,UnemployRecent,NatDisRecent,SmDebtRecent,LgDebtRecent,SickSelfRecent,SickFamRecent,netsize,mutual,mutual_prop,long,long_prop,local,local_prop,support_in,support_in_prop,support_out,support_out_prop,
HH124,HHQ124,HUS425,IND0949,1,63,1,7,305500,0,0,0,0,0,1,0,1,1,1,0,16,3,0.1875,1,0.0625,15,0.9375,9,0.5625,7,0.4375,
HH534,HHQ534,HUS426,IND4030,1,52,1,5,461300,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,11,0.846153846,3,0.230769231,4,0.307692308,
HH722,HHQ724,HUS427,IND5482,1,43,1,16,381250,0,0,1,1,0,0,0,0,1,0,1,10,3,0.3,0,0,8,0.8,4,0.4,6,0.6,
HH362,HHQ362,HUS428,IND2727,1,54,1,0,157550,1,0,0,0,0,1,0,0,1,0,1,9,0,0,0,0,7,0.777777778,5,0.555555556,0,0,
HH293,HHQ293,HUS429,IND2197,1,67,1,0,201250,0,0,0,1,0,0,0,0,0,1,0,10,4,0.4,1,0.1,8,0.8,4,0.4,7,0.7,
HH508,HHQ508,HUS430,IND3836,1,55,1,0,117525,0,0,0,0,0,0,0,0,1,1,1,10,2,0.2,3,0.3,3,0.3,4,0.4,2,0.2,
HH133,HHQ133,HUS431,IND1030,1,64,1,0,191340,0,0,0,0,0,0,0,0,0,0,1,16,6,0.375,1,0.0625,11,0.6875,8,0.5,8,0.5,
HH662,HHQ662,HUS432,IND4955,1,47,1,8,304700,0,0,0,0,0,1,0,1,0,0,0,10,2,0.2,2,0.2,8,0.8,4,0.4,5,0.5,
HH466,HHQ466,HUS433,IND3530,1,62,1,0,128925,1,0,0,0,1,0,0,0,1,1,1,12,3,0.25,1,0.083333333,7,0.583333333,4,0.333333333,6,0.5,
HH346,HHQ346,HUS434,IND2597,1,43,1,0,72830,0,0,0,0,0,0,0,1,0,1,1,12,6,0.5,0,0,11,0.916666667,8,0.666666667,7,0.583333333,
HH147,HHQ147,HUS435,IND1160,1,75,1,3,207750,0,0,0,0,0,1,0,0,1,1,1,8,4,0.5,2,0.25,6,0.75,4,0.5,5,0.625,
HH541,HHQ541,HUS436,IND4074,1,42,1,6,183575,1,0,0,0,1,1,0,1,0,1,1,14,7,0.5,1,0.071428571,10,0.714285714,11,0.785714286,7,0.5,
HH758,HHQ760,HUS437,IND5772,1,65,1,0,213770,1,0,0,0,0,1,0,0,0,1,0,14,3,0.214285714,3,0.214285714,10,0.714285714,7,0.5,5,0.357142857,
HH669,HHQ669,HUS438,IND5014,1,69,1,8,344025,1,0,1,1,1,0,0,0,0,0,1,7,2,0.285714286,0,0,4,0.571428571,3,0.428571429,2,0.285714286,
HH414,HHQ414,HUS439,IND3136,1,51,1,0,235350,0,0,1,0,1,1,0,1,1,1,1,15,0,0,4,0.266666667,11,0.733333333,8,0.533333333,5,0.333333333,
HH673,HHQ673,HUS440,IND5042,1,57,1,5,164975,0,0,0,0,0,0,0,1,0,0,1,10,8,0.8,0,0,10,1,8,0.8,8,0.8,
HH398,HHQ398,HUS441,IND3025,1,69,1,0,273275,1,0,0,0,0,0,0,0,0,1,0,10,1,0.1,2,0.2,6,0.6,2,0.2,1,0.1,
HH368,HHQ368,HUS442,IND2761,1,50,1,4,117800,1,0,0,0,0,0,0,0,1,0,0,11,8,0.727272727,4,0.363636364,7,0.636363636,9,0.818181818,8,0.727272727,
HH119,HHQ119,HUS443,IND0908,1,81,1,3,141200,0,0,1,0,0,0,0,0,1,1,1,9,4,0.444444444,0,0,9,1,5,0.555555556,4,0.444444444,
HH479,HHQ479,HUS444,IND3615,1,34,1,0,29570,0,0,0,0,0,0,0,0,0,0,1,12,3,0.25,1,0.083333333,8,0.666666667,8,0.666666667,3,0.25,
HH283,HHQ283,HUS445,IND2130,1,57,1,14,322575,0,0,0,0,0,0,0,1,1,1,0,19,2,0.105263158,2,0.105263158,8,0.421052632,7,0.368421053,5,0.263157895,
HH417,HHQ417,HUS446,IND3158,1,40,1,7,247925,1,0,0,0,0,0,0,1,0,1,1,16,2,0.125,0,0,16,1,6,0.375,7,0.4375,
HH573,HHQ573,HUS447,IND4328,1,39,1,,74255,0,0,0,0,0,1,0,0,1,1,0,11,5,0.454545455,0,0,11,1,7,0.636363636,5,0.454545455,
HH027,HHQ027,HUS448,IND0192,1,56,1,9,237250,0,0,0,0,0,0,0,1,1,0,1,26,1,0.038461538,1,0.038461538,25,0.961538462,7,0.269230769,7,0.269230769,
HH387,HHQ387,HUS449,IND2940,1,65,1,0,99260,0,0,0,1,0,0,0,0,1,1,1,8,0,0,3,0.375,5,0.625,3,0.375,0,0,
HH653,HHQ653,HUS450,IND4887,1,43,1,0,70335,0,0,0,1,0,1,0,1,1,0,0,9,3,0.333333333,0,0,6,0.666666667,5,0.555555556,3,0.333333333,
HH743,HHQ745,HUS451,IND5661,1,80,1,0,660550,0,0,0,0,0,0,0,0,0,0,0,7,2,0.285714286,0,0,7,1,4,0.571428571,2,0.285714286,
HH057,HHQ057,HUS452,IND0440,1,56,1,0,293650,0,0,0,0,1,0,0,0,1,1,0,11,3,0.272727273,1,0.090909091,10,0.909090909,5,0.454545455,3,0.272727273,
HH613,HHQ613,HUS453,IND4603,1,41,1,2,141465,0,0,0,0,0,0,0,1,1,0,1,11,3,0.272727273,1,0.090909091,9,0.818181818,7,0.636363636,4,0.363636364,
HH184,HHQ184,HUS454,IND1426,1,60,1,5,122875,0,0,1,1,0,1,0,0,1,1,1,11,3,0.272727273,5,0.454545455,6,0.545454545,8,0.727272727,3,0.272727273,
HH177,HHQ177,HUS455,IND1384,1,74,1,0,59045,0,0,0,0,1,1,0,0,0,1,0,7,1,0.142857143,2,0.285714286,5,0.714285714,1,0.142857143,5,0.714285714,
HH217,HHQ217,HUS456,IND1690,1,46,1,5,214225,1,0,0,0,0,1,0,0,0,1,1,5,0,0,0,0,3,0.6,0,0,2,0.4,
HH533,HHQ533,HUS457,IND4021,1,40,1,10,84700,0,0,1,0,1,0,0,0,0,1,1,11,4,0.363636364,2,0.181818182,5,0.454545455,6,0.545454545,4,0.363636364,
HH737,HHQ739,HUS458,IND5600,1,43,1,8,317845,1,0,0,0,0,0,0,0,1,1,1,27,1,0.037037037,3,0.111111111,23,0.851851852,14,0.518518519,9,0.333333333,
HH356,HHQ356,HUS459,IND2673,1,63,1,5,244400,0,0,0,0,0,0,0,1,0,0,1,6,1,0.166666667,0,0,6,1,3,0.5,1,0.166666667,
HH370,HHQ370,HUS460,IND2777,1,65,1,10,122750,0,0,0,0,0,0,0,0,1,0,1,13,3,0.230769231,0,0,12,0.923076923,5,0.384615385,6,0.461538462,
HH260,HHQ260,HUS461,IND1975,1,44,1,5,83230,1,0,0,0,1,0,0,0,0,0,1,9,1,0.111111111,0,0,9,1,6,0.666666667,3,0.333333333,
HH062,HHQ062,HUS462,IND0483,1,53,1,7,155375,1,0,0,0,0,1,0,0,1,1,1,15,2,0.133333333,0,0,15,1,9,0.6,6,0.4,
HH428,HHQ428,HUS463,IND3243,1,62,1,2,239840,1,0,0,0,0,0,0,0,0,0,1,12,0,0,1,0.083333333,11,0.916666667,3,0.25,6,0.5,
HH350,HHQ350,HUS464,IND2628,0,53,1,9,357925,0,0,0,0,0,0,0,0,1,1,1,11,5,0.454545455,0,0,9,0.818181818,5,0.454545455,7,0.636363636,
HH706,HHQ708,HUS465,IND5355,1,57,1,7,103825,0,0,1,0,1,1,0,0,0,1,1,10,2,0.2,0,0,7,0.7,5,0.5,3,0.3,
HH289,HHQ289,HUS466,IND2178,1,80,1,5,272825,1,0,0,0,0,0,0,0,0,0,0,14,5,0.357142857,0,0,11,0.785714286,9,0.642857143,7,0.5,
HH670,HHQ670,HUS467,IND5026,1,58,1,5,424850,0,0,0,1,0,0,1,1,1,1,0,16,10,0.625,2,0.125,13,0.8125,14,0.875,10,0.625,
HH312,HHQ312,HUS468,IND2336,1,67,1,7,344475,0,0,0,0,1,1,0,0,1,0,0,15,1,0.066666667,5,0.333333333,10,0.666666667,2,0.133333333,6,0.4,
HH516,HHQ516,HUS469,IND3894,1,72,1,1,252790,0,0,0,1,0,0,0,0,0,1,0,12,1,0.083333333,3,0.25,9,0.75,5,0.416666667,5,0.416666667,
HH377,HHQ377,HUS470,IND2844,0,38,1,5,144305,0,0,0,0,0,0,0,0,1,0,1,10,3,0.3,0,0,10,1,5,0.5,5,0.5,
HH144,HHQ144,HUS471,IND1130,1,66,1,5,258500,0,0,0,0,0,0,0,0,0,0,0,10,1,0.1,4,0.4,6,0.6,5,0.5,3,0.3,
HH640,HHQ640,HUS472,IND4786,1,35,1,5,236075,0,0,0,0,0,0,0,1,1,1,1,28,1,0.035714286,6,0.214285714,17,0.607142857,11,0.392857143,14,0.5,
HH591,HHQ591,HUS473,IND4447,0,65,1,0,76755,0,0,0,0,0,1,0,0,1,1,1,10,0,0,0,0,9,0.9,4,0.4,0,0,
HH205,HHQ205,HUS474,IND1611,1,47,1,0,188400,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,8,0.8,4,0.4,4,0.4,
HH740,HHQ742,HUS475,IND5630,1,73,1,0,151675,0,0,0,0,0,0,0,0,1,0,1,12,4,0.333333333,1,0.083333333,11,0.916666667,5,0.416666667,8,0.666666667,
HH237,HHQ237,HUS476,IND1814,1,60,1,0,353050,0,0,0,1,0,0,0,1,1,1,0,18,4,0.222222222,8,0.444444444,10,0.555555556,6,0.333333333,11,0.611111111,
HH693,HHQ695,HUS477,IND5250,1,59,1,0,329255,1,0,0,1,0,0,0,0,0,1,0,13,0,0,1,0.076923077,11,0.846153846,5,0.384615385,6,0.461538462,
HH647,HHQ647,HUS478,IND4840,1,52,1,0,145100,1,0,0,0,0,0,1,0,1,0,0,11,0,0,0,0,10,0.909090909,2,0.181818182,1,0.090909091,
HH650,HHQ650,HUS479,IND4866,0,33,1,2,334080,0,0,0,1,0,0,0,0,0,0,0,12,7,0.583333333,0,0,12,1,8,0.666666667,7,0.583333333,
HH369,HHQ369,HUS480,IND2769,1,43,1,8,154180,1,0,0,0,0,1,0,0,1,1,1,11,1,0.090909091,0,0,9,0.818181818,6,0.545454545,3,0.272727273,
HH316,HHQ316,HUS481,IND2361,1,53,1,4,283090,1,0,1,1,1,0,0,0,1,1,1,14,3,0.214285714,4,0.285714286,8,0.571428571,10,0.714285714,5,0.357142857,
HH298,HHQ298,HUS482,IND2244,0,70,1,0,29240,0,0,0,0,0,0,0,0,0,0,0,7,3,0.428571429,1,0.142857143,6,0.857142857,3,0.428571429,4,0.571428571,
HH707,HHQ709,HUS483,IND5363,1,30,1,4,91105,0,0,0,0,0,0,0,0,0,1,0,18,4,0.222222222,5,0.277777778,7,0.388888889,9,0.5,9,0.5,
HH339,HHQ339,HUS484,IND2536,0,50,1,9,289225,0,0,0,0,0,0,0,0,0,1,1,16,3,0.1875,4,0.25,4,0.25,7,0.4375,6,0.375,
HH059,HHQ059,HUS485,IND0459,0,68,1,0,268850,0,0,0,0,0,0,0,0,0,0,1,12,2,0.166666667,4,0.333333333,2,0.166666667,3,0.25,6,0.5,
HH725,HHQ727,HUS486,IND5502,1,53,1,5,381220,1,1,0,1,0,0,1,1,0,0,0,15,0,0,2,0.133333333,12,0.8,7,0.466666667,3,0.2,
HH374,HHQ374,HUS487,IND2826,0,73,1,7,183425,0,0,0,0,0,0,0,0,1,1,1,10,0,0,4,0.4,6,0.6,5,0.5,2,0.2,
HH753,HHQ755,HUS488,IND5733,1,30,1,3,80520,1,0,0,0,0,0,0,0,0,0,0,19,5,0.263157895,5,0.263157895,10,0.526315789,11,0.578947368,5,0.263157895,
#N/A,#N/A,HUS489,#N/A,#N/A,72,1,,,,,,,,,,,,,,9,0,0,3,0.333333333,5,0.555555556,4,0.444444444,0,0,
HH459,HHQ459,HUS490,IND3475,1,45,1,8,165195,0,0,0,0,0,0,0,1,1,0,1,12,0,0,6,0.5,0,0,3,0.25,4,0.333333333,
HH643,HHQ643,HUS491,IND4808,0,59,1,1,404200,0,0,0,1,0,0,0,0,1,0,0,9,4,0.444444444,0,0,7,0.777777778,5,0.555555556,6,0.666666667,
HH489,HHQ489,HUS492,IND3698,0,58,1,5,632925,0,0,0,0,0,1,0,0,1,1,0,11,7,0.636363636,2,0.181818182,8,0.727272727,7,0.636363636,7,0.636363636,
HH639,HHQ639,HUS493,IND4780,1,50,1,10,210075,0,0,0,0,0,0,0,1,0,1,0,12,5,0.416666667,0,0,10,0.833333333,8,0.666666667,5,0.416666667,
HH554,HHQ554,HUS494,IND4175,1,51,1,10,429850,0,0,0,1,0,0,0,1,1,0,1,17,5,0.294117647,5,0.294117647,4,0.235294118,7,0.411764706,11,0.647058824,
HH522,HHQ522,HUS495,IND3943,1,55,1,5,375415,1,0,0,1,0,0,0,1,1,1,1,21,0,0,0,0,13,0.619047619,9,0.428571429,6,0.285714286,
HH244,HHQ244,HUS496,IND1864,1,44,1,5,115345,0,0,0,0,1,1,0,1,1,1,0,19,2,0.105263158,1,0.052631579,12,0.631578947,9,0.473684211,9,0.473684211,
HH703,HHQ705,HUS497,IND5335,1,49,1,5,234775,0,0,0,1,0,0,0,0,1,0,1,10,2,0.2,2,0.2,8,0.8,6,0.6,2,0.2,
HH257,HHQ257,HUS498,IND1956,1,50,1,6,159895,1,0,0,0,0,0,0,1,0,1,0,20,0,0,0,0,20,1,6,0.3,9,0.45,
HH521,HHQ521,HUS499,IND3928,1,55,1,2,136250,0,0,0,0,0,1,0,1,0,1,0,8,2,0.25,2,0.25,5,0.625,5,0.625,2,0.25,
